zipcode,providers,geom_wkt
06612,Provider 1308|Provider 1413|Provider 230|Provider 2365|Provider 2439|Provider 2810|Provider 2855|Provider 435|Provider 520|Provider 644|Provider 892,"POLYGON ((-73.27437 41.29381, -73.27817 41.29840, -73.27617 41.30160, -73.27202 41.30392, -73.27072 41.30700, -73.27072 41.30997, -73.27309 41.31622, -73.27303 41.31864, -73.29775 41.32870, -73.30586 41.33230, -73.32516 41.32229, -73.31794 41.31193, -73.31600 41.31092, -73.31422 41.30820, -73.30480 41.29776, -73.32764 41.29016, -73.34214 41.28477, -73.35080 41.28176, -73.36881 41.27497, -73.36095 41.26636, -73.34753 41.25196, -73.34143 41.24562, -73.33679 41.24016, -73.33389 41.23582, -73.33090 41.23326, -73.32581 41.22723, -73.32675 41.22673, -73.32364 41.22222, -73.32534 41.22030, -73.32639 41.21575, -73.32901 41.21343, -73.31831 41.21274, -73.30742 41.21289, -73.30186 41.21273, -73.29982 41.21379, -73.29484 41.21802, -73.29077 41.22009, -73.28804 41.22395, -73.28460 41.22512, -73.28235 41.22910, -73.27956 41.23159, -73.26943 41.22012, -73.26480 41.21446, -73.26210 41.21288, -73.25656 41.21930, -73.25558 41.22240, -73.24956 41.23189, -73.24856 41.23198, -73.24539 41.23292, -73.23610 41.23843, -73.23979 41.24334, -73.24685 41.25101, -73.25593 41.24898, -73.25958 41.25506, -73.25942 41.25690, -73.26221 41.25716, -73.26434 41.26385, -73.26378 41.26533, -73.26604 41.26831, -73.26496 41.26993, -73.26697 41.27134, -73.26861 41.27616, -73.27078 41.27828, -73.27177 41.28064, -73.27449 41.28389, -73.27522 41.29182, -73.27437 41.29381))"
06877,Provider 1308|Provider 1413|Provider 162|Provider 1719|Provider 230|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 520|Provider 892,"POLYGON ((-73.47036 41.32695, -73.47586 41.33744, -73.48540 41.35662, -73.50157 41.36200, -73.50485 41.37340, -73.50644 41.37741, -73.52459 41.37706, -73.53259 41.37554, -73.53823 41.37566, -73.54342 41.37675, -73.54473 41.36637, -73.54709 41.34312, -73.54909 41.32513, -73.54948 41.31675, -73.54988 41.30152, -73.55096 41.29542, -73.54060 41.28300, -73.52342 41.26268, -73.51295 41.25010, -73.50253 41.23723, -73.49289 41.24120, -73.48493 41.24509, -73.46923 41.25196, -73.46393 41.25282, -73.46364 41.25419, -73.43819 41.26519, -73.44411 41.27415, -73.44479 41.27610, -73.44612 41.28602, -73.44854 41.28723, -73.45057 41.30030, -73.45441 41.30760, -73.46197 41.31127, -73.46605 41.31221, -73.47036 41.32695))"
06906,Provider 070|Provider 1308|Provider 1413|Provider 162|Provider 2365|Provider 2439|Provider 2810|Provider 376|Provider 435|Provider 520|Provider 892,"POLYGON ((-73.53356 41.07523, -73.53427 41.07014, -73.53088 41.07025, -73.53299 41.06795, -73.53306 41.06478, -73.52784 41.06426, -73.52816 41.06195, -73.52478 41.06168, -73.52375 41.06283, -73.52060 41.06351, -73.50992 41.06425, -73.50910 41.06573, -73.51014 41.06719, -73.50974 41.06985, -73.51183 41.07283, -73.51539 41.07434, -73.51739 41.07817, -73.51831 41.07994, -73.52052 41.07989, -73.52111 41.07686, -73.52368 41.07806, -73.52362 41.08298, -73.52602 41.08346, -73.52934 41.07909, -73.53119 41.07912, -73.53122 41.07593, -73.53356 41.07523))"
06812,Provider 1308|Provider 1413|Provider 162|Provider 1719|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 520|Provider 892,"POLYGON ((-73.44509 41.52257, -73.44593 41.52525, -73.45056 41.53509, -73.46603 41.53239, -73.47485 41.52951, -73.47763 41.52948, -73.50001 41.52506, -73.51490 41.52262, -73.53069 41.52025, -73.53274 41.49710, -73.53395 41.48011, -73.53557 41.46052, -73.53606 41.45019, -73.53709 41.43971, -73.53558 41.44072, -73.53020 41.44183, -73.51428 41.44564, -73.50310 41.44770, -73.49436 41.44968, -73.48536 41.45126, -73.47294 41.45461, -73.46600 41.45574, -73.45605 41.45799, -73.43937 41.46099, -73.42694 41.46383, -73.42972 41.46974, -73.43129 41.46883, -73.43301 41.47186, -73.43543 41.47086, -73.43485 41.46794, -73.43764 41.46573, -73.44016 41.46983, -73.44214 41.47059, -73.44334 41.47259, -73.44441 41.47756, -73.44297 41.47931, -73.44339 41.48402, -73.44209 41.48557, -73.43703 41.48361, -73.44147 41.49129, -73.44307 41.49999, -73.44407 41.50179, -73.44357 41.50389, -73.44457 41.50889, -73.44527 41.50949, -73.44277 41.51409, -73.44509 41.52257))"
06001,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 892|Provider 999,"POLYGON ((-72.90848 41.77604, -72.90472 41.77620, -72.90216 41.77512, -72.90108 41.77163, -72.90122 41.76870, -72.89524 41.76469, -72.88419 41.76559, -72.88251 41.76307, -72.88335 41.76177, -72.88049 41.75927, -72.87602 41.76227, -72.87552 41.76479, -72.86703 41.76372, -72.85929 41.76260, -72.85314 41.76210, -72.82774 41.75912, -72.82013 41.75790, -72.80413 41.75869, -72.79674 41.75880, -72.80004 41.79183, -72.79894 41.79193, -72.79795 41.79655, -72.79724 41.80470, -72.79833 41.81102, -72.79783 41.81432, -72.79855 41.82489, -72.80650 41.82485, -72.81075 41.82702, -72.80926 41.82853, -72.80843 41.83381, -72.80934 41.83830, -72.80895 41.84034, -72.80644 41.84459, -72.80727 41.84716, -72.80674 41.84514, -72.80893 41.84349, -72.81019 41.84055, -72.80870 41.83311, -72.81236 41.82886, -72.81770 41.82585, -72.81968 41.82245, -72.84003 41.82022, -72.84882 41.81874, -72.86741 41.81640, -72.87020 41.81613, -72.88584 41.81389, -72.88777 41.81393, -72.91585 41.81038, -72.91536 41.80756, -72.92118 41.80712, -72.92139 41.80519, -72.92741 41.80371, -72.92808 41.80177, -72.92552 41.79870, -72.92466 41.79261, -72.92495 41.78778, -72.92160 41.78254, -72.92047 41.77957, -72.91765 41.77774, -72.90848 41.77604))"
06081,Provider 1308|Provider 1413|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 892,"POLYGON ((-72.76059 41.90570, -72.75893 41.90814, -72.76219 41.91183, -72.76490 41.91324, -72.76478 41.91496, -72.76799 41.91580, -72.76941 41.91783, -72.77222 41.91436, -72.77239 41.91165, -72.77545 41.90702, -72.77617 41.90442, -72.77459 41.89937, -72.77607 41.89843, -72.77895 41.89931, -72.78076 41.89502, -72.77449 41.89878, -72.76664 41.89760, -72.76505 41.90261, -72.76059 41.90570))"
06160,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 435|Provider 442|Provider 520|Provider 892,"POLYGON ((-72.68796 41.76618, -72.68808 41.76808, -72.69377 41.76781, -72.69383 41.76514, -72.68796 41.76618))"
06798,Provider 1308|Provider 1413|Provider 2365|Provider 2810|Provider 435|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.25226 41.51213, -73.24277 41.51299, -73.21972 41.51022, -73.20420 41.50853, -73.18760 41.51057, -73.15581 41.51421, -73.15573 41.51528, -73.16468 41.55709, -73.14504 41.55782, -73.14727 41.56730, -73.14835 41.56926, -73.14838 41.57217, -73.15447 41.59981, -73.15776 41.61270, -73.17276 41.61161, -73.17962 41.61109, -73.22401 41.60705, -73.24957 41.60497, -73.25351 41.60453, -73.26734 41.60320, -73.26579 41.59173, -73.26120 41.56261, -73.26106 41.55854, -73.25803 41.53694, -73.25401 41.51890, -73.25226 41.51213))"
06063,Provider 1308|Provider 1413|Provider 2810|Provider 435|Provider 520|Provider 892,"POLYGON ((-72.92925 41.97152, -72.92779 41.97030, -72.92988 41.96625, -72.93172 41.96525, -72.93163 41.96323, -72.92937 41.96117, -72.92885 41.95794, -72.92969 41.95513, -72.92738 41.95111, -72.92881 41.94773, -72.93053 41.94638, -72.93333 41.93995, -72.93744 41.93903, -72.93968 41.93697, -72.94187 41.93363, -72.94495 41.93185, -72.94470 41.93023, -72.94589 41.92406, -72.94773 41.92172, -72.94748 41.91883, -72.94361 41.91629, -72.94671 41.91288, -72.95140 41.91035, -72.95657 41.93582, -72.95527 41.94779, -72.95578 41.95060, -72.95834 41.95596, -72.95823 41.96701, -72.95777 41.97055, -72.95874 41.97050, -72.97623 41.96964, -73.00140 41.96837, -73.00204 41.96331, -73.00026 41.95954, -72.99805 41.95728, -73.00367 41.95473, -73.00337 41.95228, -73.00109 41.95062, -72.99966 41.94699, -73.00032 41.94308, -72.99786 41.94396, -72.99536 41.94282, -72.99293 41.93992, -72.99017 41.93776, -72.99321 41.93252, -72.99312 41.93046, -72.99596 41.92708, -72.99547 41.92265, -72.98924 41.91849, -72.98732 41.91528, -72.98921 41.91462, -72.99156 41.91770, -73.00095 41.92351, -73.00320 41.92692, -73.00271 41.93184, -73.00468 41.93723, -73.00969 41.94075, -73.01167 41.94152, -73.01668 41.94488, -73.01773 41.94648, -73.02877 41.94652, -73.03822 41.94689, -73.04222 41.93160, -73.04266 41.93125, -73.04788 41.90946, -73.05353 41.88732, -72.98528 41.89210, -72.98451 41.89216, -72.96577 41.89359, -72.94212 41.89499, -72.94065 41.89520, -72.91535 41.89680, -72.90664 41.92020, -72.90595 41.92170, -72.90297 41.93136, -72.90224 41.93200, -72.89862 41.94219, -72.88706 41.97312, -72.89498 41.97290, -72.92925 41.97152))"
06098,Provider 1308|Provider 1413|Provider 2810|Provider 435|Provider 520|Provider 892|Provider 999,"MULTIPOLYGON (((-72.97804 41.87763, -72.97740 41.87824, -72.98334 41.88608, -72.98451 41.89216, -72.98528 41.89210, -72.98414 41.88732, -72.97965 41.87867, -72.97804 41.87763)), ((-72.95384 41.84858, -72.95796 41.85096, -72.95587 41.84555, -72.95861 41.84530, -72.95827 41.84251, -72.95685 41.84111, -72.94792 41.84198, -72.94660 41.83689, -72.93753 41.83727, -72.93635 41.83980, -72.93909 41.84251, -72.94224 41.84345, -72.94653 41.84363, -72.95119 41.84270, -72.95365 41.84668, -72.95384 41.84858)), ((-73.13543 41.89080, -73.13522 41.88477, -73.13701 41.87483, -73.12476 41.87641, -73.10361 41.87952, -73.07089 41.88456, -73.05353 41.88732, -73.04788 41.90946, -73.04266 41.93125, -73.04222 41.93160, -73.03822 41.94689, -73.03652 41.95490, -73.03558 41.95721, -73.03249 41.95927, -73.03101 41.96368, -73.02983 41.96540, -73.02372 41.98813, -73.02054 42.00009, -73.00875 42.03885, -73.03006 42.03920, -73.05325 42.03986, -73.06766 42.04015, -73.07656 42.04054, -73.07442 42.03744, -73.07415 42.03239, -73.07468 42.03016, -73.07705 42.02715, -73.07690 42.02565, -73.08359 42.02535, -73.08672 42.02715, -73.08979 42.02776, -73.09380 42.02692, -73.09737 42.02992, -73.09913 42.03044, -73.10288 42.02971, -73.10472 42.02749, -73.10471 42.02224, -73.10037 42.02074, -73.09831 42.01800, -73.08780 42.00966, -73.08628 42.00614, -73.08591 42.00129, -73.08866 41.99685, -73.08821 41.99582, -73.09069 41.99216, -73.09356 41.99250, -73.09623 41.99015, -73.09973 41.99050, -73.10367 41.99267, -73.10618 41.99640, -73.10667 42.00009, -73.11074 42.00000, -73.11215 41.99844, -73.11592 41.99995, -73.11483 42.00649, -73.10729 42.00691, -73.11263 42.01428, -73.11663 42.01633, -73.12456 42.01725, -73.12907 42.01822, -73.13383 42.02032, -73.13981 42.00048, -73.14671 41.97639, -73.14336 41.97424, -73.14086 41.96867, -73.14126 41.96538, -73.14004 41.96258, -73.14129 41.96020, -73.15149 41.95973, -73.16500 41.91325, -73.16832 41.90209, -73.16646 41.90208, -73.15688 41.90058, -73.14851 41.90182, -73.14181 41.89480, -73.14135 41.89227, -73.13813 41.88930, -73.13543 41.89080), (-73.13543 41.89080, -73.13510 41.89819, -73.13404 41.89884, -73.13114 41.89657, -73.12756 41.89285, -73.12979 41.89018, -73.13543 41.89080)))"
06751,Provider 1308|Provider 1413|Provider 2365|Provider 2810|Provider 435|Provider 520|Provider 892,"POLYGON ((-73.26145 41.66464, -73.25859 41.64268, -73.25543 41.61653, -73.25351 41.60453, -73.24957 41.60497, -73.22401 41.60705, -73.17962 41.61109, -73.17276 41.61161, -73.17072 41.61321, -73.16987 41.61689, -73.16707 41.61903, -73.16563 41.62253, -73.16293 41.62459, -73.16055 41.62507, -73.16370 41.63815, -73.16570 41.64828, -73.16918 41.66157, -73.17076 41.66920, -73.18842 41.66827, -73.19530 41.66820, -73.20381 41.66759, -73.22125 41.66673, -73.23262 41.66598, -73.26145 41.66464))"
06031,Provider 1308|Provider 2765|Provider 2810|Provider 435|Provider 892,"POLYGON ((-73.39930 41.95929, -73.39487 41.95227, -73.39175 41.95075, -73.38687 41.94734, -73.37227 41.93554, -73.38222 41.92901, -73.38125 41.92689, -73.38292 41.92517, -73.39014 41.92568, -73.39251 41.92473, -73.39081 41.91887, -73.36620 41.91842, -73.36136 41.92649, -73.36038 41.92947, -73.35718 41.92706, -73.35667 41.92533, -73.36135 41.92299, -73.36254 41.92090, -73.36178 41.91835, -73.34109 41.91821, -73.31007 41.91721, -73.27266 41.91639, -73.27335 41.91336, -73.27156 41.90929, -73.27251 41.90739, -73.27232 41.90417, -73.27541 41.90240, -73.27819 41.90330, -73.28073 41.90142, -73.28282 41.89818, -73.28230 41.89547, -73.27770 41.89002, -73.27510 41.88801, -73.27154 41.88633, -73.26821 41.89813, -73.26596 41.89694, -73.26508 41.90031, -73.26712 41.90134, -73.26304 41.91618, -73.25198 41.95531, -73.24935 41.96434, -73.24896 41.96908, -73.24361 41.99402, -73.24954 41.99461, -73.31659 42.00007, -73.32821 42.00080, -73.35019 42.00216, -73.35665 42.00259, -73.35749 42.00501, -73.36232 42.00701, -73.37113 42.00441, -73.37117 42.00091, -73.37254 41.99926, -73.37229 41.99373, -73.37393 41.98652, -73.37316 41.98340, -73.37462 41.97863, -73.39379 41.97863, -73.39372 41.95946, -73.38971 41.95687, -73.38961 41.95456, -73.39151 41.95349, -73.39393 41.95482, -73.39568 41.95778, -73.39930 41.95929), (-73.34559 41.95857, -73.34728 41.95698, -73.35178 41.95634, -73.35532 41.95503, -73.36284 41.95707, -73.36510 41.95690, -73.36524 41.96014, -73.35886 41.96686, -73.35541 41.96578, -73.34979 41.96204, -73.34444 41.95983, -73.34559 41.95857))"
06757,Provider 1308|Provider 162|Provider 2810|Provider 435|Provider 892,"MULTIPOLYGON (((-73.38944 41.71977, -73.38894 41.71794, -73.39073 41.71664, -73.39291 41.72015, -73.39524 41.72109, -73.39597 41.72422, -73.40063 41.73019, -73.40302 41.72314, -73.40544 41.71931, -73.40598 41.71677, -73.40450 41.71390, -73.40299 41.70487, -73.40384 41.70368, -73.40694 41.70394, -73.40913 41.70264, -73.41208 41.70263, -73.41397 41.69995, -73.40919 41.69962, -73.40847 41.69815, -73.40349 41.69457, -73.40056 41.69328, -73.39824 41.69016, -73.39762 41.68766, -73.40029 41.68660, -73.40518 41.68608, -73.40744 41.68480, -73.40845 41.68000, -73.39182 41.68193, -73.38212 41.68333, -73.38311 41.68706, -73.38399 41.69876, -73.37875 41.69938, -73.38014 41.70120, -73.38005 41.70398, -73.38348 41.70833, -73.38348 41.70931, -73.38944 41.71977)), ((-73.40025 41.74659, -73.40157 41.75436, -73.39323 41.76093, -73.38692 41.78101, -73.41244 41.78142, -73.41321 41.77915, -73.41145 41.77407, -73.40853 41.77638, -73.40229 41.77784, -73.40318 41.77421, -73.40249 41.77170, -73.40278 41.76846, -73.40135 41.76529, -73.40181 41.76411, -73.40555 41.76374, -73.40813 41.76493, -73.41357 41.76563, -73.42136 41.76971, -73.41963 41.77006, -73.41600 41.77331, -73.41990 41.77536, -73.41518 41.78010, -73.41484 41.78145, -73.41064 41.78831, -73.48214 41.79064, -73.50793 41.79152, -73.51096 41.75875, -73.51156 41.74792, -73.51192 41.74094, -73.51429 41.71366, -73.51678 41.68758, -73.51808 41.66672, -73.51478 41.66589, -73.51038 41.66650, -73.50692 41.66580, -73.50408 41.66910, -73.50186 41.66954, -73.50284 41.67243, -73.50705 41.67489, -73.50743 41.67671, -73.50325 41.67866, -73.50002 41.68934, -73.50096 41.69068, -73.49834 41.69261, -73.49419 41.69930, -73.49082 41.70384, -73.48239 41.70084, -73.47524 41.71696, -73.47267 41.71613, -73.47537 41.70987, -73.47329 41.70963, -73.47197 41.71151, -73.46966 41.71238, -73.46388 41.70477, -73.45616 41.70981, -73.44814 41.70456, -73.44696 41.70132, -73.44913 41.69418, -73.44744 41.69221, -73.44560 41.69488, -73.44101 41.69691, -73.43632 41.69956, -73.43233 41.69994, -73.42927 41.70443, -73.42846 41.71047, -73.43316 41.71512, -73.42975 41.71621, -73.42664 41.71950, -73.42751 41.72569, -73.43131 41.72725, -73.43562 41.72785, -73.43101 41.73801, -73.42756 41.74090, -73.42595 41.74034, -73.42072 41.74182, -73.41336 41.74139, -73.41012 41.74022, -73.40805 41.74216, -73.40377 41.74488, -73.40168 41.74480, -73.40025 41.74659)))"
06786,Provider 1308|Provider 1413|Provider 2365|Provider 2810|Provider 435|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.05572 41.70289, -73.05408 41.70258, -73.04848 41.70328, -73.04462 41.70279, -73.04470 41.69802, -73.04309 41.69792, -73.04102 41.69443, -73.04083 41.69275, -73.03415 41.69495, -73.03132 41.68603, -73.03893 41.68585, -73.04234 41.68523, -73.04370 41.68341, -73.04263 41.68009, -73.03993 41.67636, -73.04042 41.67437, -73.03613 41.67504, -73.03605 41.65711, -73.03485 41.65371, -73.03387 41.64576, -73.03116 41.64133, -73.03099 41.63814, -73.02975 41.63458, -73.03171 41.63297, -73.03281 41.63016, -73.03235 41.62779, -73.03337 41.62581, -73.03055 41.62562, -73.03269 41.62178, -73.03372 41.61720, -73.03478 41.61513, -73.01865 41.61410, -73.02147 41.62710, -73.00405 41.62858, -72.98325 41.63960, -72.98555 41.64940, -72.98584 41.65208, -72.98825 41.66300, -72.99205 41.68310, -72.99585 41.69960, -72.99855 41.71250, -72.99895 41.71440, -73.05526 41.70816, -73.05572 41.70289))"
06758,Provider 1308|Provider 1413|Provider 2810|Provider 435|Provider 520|Provider 892,"POLYGON ((-73.22125 41.66673, -73.22141 41.67661, -73.22100 41.68113, -73.22549 41.68198, -73.22778 41.68317, -73.23397 41.68295, -73.23739 41.68239, -73.23944 41.68642, -73.24219 41.68691, -73.24803 41.68697, -73.24887 41.68917, -73.25640 41.68874, -73.25936 41.68974, -73.25979 41.68747, -73.25878 41.68501, -73.25437 41.68071, -73.25322 41.67892, -73.26063 41.67644, -73.26145 41.66464, -73.23262 41.66598, -73.22125 41.66673))"
06708,Provider 1308|Provider 1413|Provider 1873|Provider 2365|Provider 2810|Provider 435|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.05475 41.51464, -73.05466 41.51719, -73.05279 41.51913, -73.05030 41.52014, -73.04601 41.51991, -73.04341 41.52074, -73.04123 41.52391, -73.04245 41.52546, -73.04013 41.52995, -73.03742 41.53324, -73.03655 41.53827, -73.03944 41.54018, -73.04004 41.54632, -73.04102 41.55073, -73.04226 41.55195, -73.05098 41.55167, -73.05304 41.55301, -73.05729 41.56107, -73.05844 41.56456, -73.05743 41.56741, -73.05562 41.56913, -73.05238 41.57594, -73.05060 41.57849, -73.05251 41.58170, -73.05412 41.57876, -73.05866 41.57621, -73.06373 41.57632, -73.06703 41.58120, -73.06432 41.58410, -73.06421 41.58849, -73.07783 41.58748, -73.08295 41.58562, -73.08911 41.57565, -73.09235 41.57050, -73.09385 41.57020, -73.09127 41.55574, -73.08816 41.54120, -73.08662 41.53670, -73.08020 41.52596, -73.07227 41.51830, -73.07011 41.51430, -73.05475 41.51464))"
06475,Provider 1207|Provider 1308|Provider 1413|Provider 2122|Provider 2810|Provider 2887|Provider 2905|Provider 435|Provider 442|Provider 520|Provider 999,"POLYGON ((-72.36915 41.34234, -72.37453 41.33760, -72.38388 41.33198, -72.39062 41.33223, -72.40273 41.33160, -72.42073 41.32540, -72.42552 41.32422, -72.42647 41.32181, -72.43171 41.31671, -72.43285 41.31468, -72.42847 41.30289, -72.42158 41.28370, -72.41663 41.27857, -72.41686 41.27554, -72.41339 41.27591, -72.40883 41.27499, -72.39958 41.27480, -72.39785 41.27428, -72.39564 41.27142, -72.39453 41.26809, -72.39252 41.26647, -72.39169 41.26143, -72.38928 41.25947, -72.38767 41.25955, -72.38248 41.26210, -72.37825 41.26325, -72.37424 41.26325, -72.37147 41.26252, -72.36348 41.26299, -72.35890 41.26593, -72.35135 41.26713, -72.34235 41.26655, -72.34069 41.26801, -72.34145 41.27007, -72.33550 41.27357, -72.33733 41.27500, -72.33887 41.27608, -72.34171 41.28049, -72.34314 41.28644, -72.34955 41.29630, -72.34993 41.29999, -72.34923 41.31091, -72.34744 41.31854, -72.34792 41.32178, -72.34912 41.32449, -72.35124 41.32637, -72.35338 41.32983, -72.35783 41.33514, -72.36249 41.33894, -72.36915 41.34234))"
06481,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644,"POLYGON ((-72.70090 41.54891, -72.70323 41.54670, -72.70274 41.54394, -72.70333 41.54151, -72.70817 41.54151, -72.70899 41.53306, -72.71224 41.53298, -72.71359 41.52882, -72.71283 41.52043, -72.70844 41.51988, -72.70236 41.52056, -72.69791 41.52057, -72.69685 41.52558, -72.69518 41.52867, -72.69187 41.52846, -72.68665 41.53063, -72.68578 41.53332, -72.68644 41.53513, -72.68820 41.53863, -72.69455 41.54953, -72.70090 41.54891))"
06525,Provider 1308|Provider 1413|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644|Provider 999,"POLYGON ((-73.04754 41.39583, -73.04820 41.39150, -73.04907 41.38105, -73.04716 41.36053, -73.04645 41.35209, -73.04633 41.34608, -73.04372 41.34232, -73.03998 41.33236, -73.03914 41.32665, -73.04042 41.31855, -73.04071 41.31389, -73.03358 41.31313, -73.02806 41.31188, -73.02063 41.31110, -73.00876 41.31041, -73.00070 41.31262, -72.99805 41.31410, -72.99681 41.32360, -72.98894 41.32889, -72.98874 41.33019, -72.98502 41.33302, -72.98331 41.33731, -72.97407 41.34159, -72.97019 41.34290, -72.97291 41.34740, -72.97433 41.35048, -72.97522 41.35545, -72.97540 41.35994, -72.97411 41.36527, -72.96735 41.37774, -72.96113 41.38794, -72.95703 41.39297, -72.95487 41.39447, -72.96560 41.39361, -72.97245 41.39278, -73.00062 41.39050, -73.02998 41.38851, -73.03426 41.39179, -73.03684 41.39133, -73.04241 41.39562, -73.04364 41.39498, -73.04754 41.39583))"
06712,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.01817 41.51983, -73.01034 41.49430, -73.00518 41.47931, -73.00278 41.47454, -73.00181 41.47116, -72.98190 41.46857, -72.96588 41.46625, -72.95239 41.46459, -72.95007 41.46912, -72.94771 41.47742, -72.94474 41.47891, -72.94374 41.48327, -72.94365 41.48846, -72.94150 41.49166, -72.94081 41.49570, -72.93762 41.49714, -72.93465 41.50125, -72.93506 41.50756, -72.94732 41.52117, -72.95091 41.52322, -72.96725 41.52924, -72.96936 41.53023, -72.97763 41.53382, -72.99142 41.52889, -73.00508 41.52369, -73.01131 41.52216, -73.01817 41.51983))"
06410,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-72.94805 41.46410, -72.93594 41.46270, -72.92674 41.46030, -72.91693 41.45971, -72.90010 41.45299, -72.88667 41.44796, -72.87664 41.45967, -72.87738 41.46118, -72.86481 41.47816, -72.86513 41.48013, -72.87052 41.48222, -72.87004 41.48352, -72.87215 41.48571, -72.87023 41.48701, -72.86766 41.49074, -72.86458 41.49214, -72.86189 41.49228, -72.85972 41.49449, -72.85619 41.49573, -72.85327 41.49456, -72.84630 41.50283, -72.84861 41.50985, -72.84957 41.51459, -72.85080 41.51651, -72.85360 41.52140, -72.85326 41.52499, -72.85903 41.52742, -72.85892 41.52949, -72.85667 41.53420, -72.85366 41.53361, -72.85169 41.54029, -72.85271 41.54629, -72.85968 41.54722, -72.86820 41.54885, -72.86837 41.55218, -72.86951 41.55453, -72.87182 41.55605, -72.87331 41.55649, -72.87396 41.55915, -72.87975 41.56245, -72.88389 41.56381, -72.89234 41.56300, -72.91565 41.56040, -72.91725 41.56007, -72.92715 41.55905, -72.94635 41.55680, -72.95679 41.55530, -72.96225 41.54474, -72.96548 41.53753, -72.96936 41.53023, -72.96725 41.52924, -72.95091 41.52322, -72.94732 41.52117, -72.93506 41.50756, -72.93465 41.50125, -72.93762 41.49714, -72.94081 41.49570, -72.94150 41.49166, -72.94365 41.48846, -72.94374 41.48327, -72.94474 41.47891, -72.94771 41.47742, -72.95007 41.46912, -72.95239 41.46459, -72.94805 41.46410))"
06524,Provider 1011|Provider 1308|Provider 1413|Provider 1465|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.04754 41.39583, -73.04364 41.39498, -73.04241 41.39562, -73.03684 41.39133, -73.03426 41.39179, -73.02998 41.38851, -73.00062 41.39050, -72.97245 41.39278, -72.96560 41.39361, -72.95487 41.39447, -72.95291 41.39695, -72.95352 41.39974, -72.94473 41.40623, -72.94256 41.40713, -72.93893 41.40858, -72.94015 41.41122, -72.95256 41.41937, -72.95071 41.42781, -72.95525 41.42892, -72.96158 41.43243, -72.96349 41.43754, -72.96324 41.43941, -72.95792 41.44520, -72.95814 41.44884, -72.95715 41.45010, -72.95255 41.45290, -72.94905 41.45580, -72.94745 41.46010, -72.94805 41.46410, -72.95239 41.46459, -72.96588 41.46625, -72.98190 41.46857, -73.00181 41.47116, -73.00350 41.46709, -73.00423 41.46256, -73.02575 41.45960, -73.02497 41.45123, -73.02496 41.43829, -73.02522 41.43457, -73.02946 41.41949, -73.04165 41.42090, -73.04641 41.40169, -73.04754 41.39583))"
06379,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094,"POLYGON ((-71.88213 41.32567, -71.87451 41.32187, -71.86654 41.31918, -71.85746 41.32079, -71.85192 41.32466, -71.84771 41.32960, -71.84461 41.33073, -71.83728 41.33507, -71.82936 41.34243, -71.82978 41.34623, -71.83130 41.35130, -71.83604 41.35399, -71.83781 41.35899, -71.83763 41.36550, -71.83207 41.36986, -71.83165 41.37223, -71.83270 41.37531, -71.83080 41.37835, -71.83353 41.38226, -71.83259 41.38638, -71.83571 41.38985, -71.83812 41.39055, -71.84221 41.39538, -71.84107 41.39966, -71.84155 41.40305, -71.84359 41.40533, -71.84249 41.40871, -71.84495 41.40885, -71.85641 41.41176, -71.86903 41.41437, -71.87530 41.41604, -71.87283 41.41315, -71.87579 41.41016, -71.87724 41.40580, -71.87445 41.40298, -71.87438 41.40008, -71.87312 41.39621, -71.87484 41.39389, -71.87452 41.39263, -71.87132 41.39040, -71.87558 41.38661, -71.87518 41.38293, -71.87749 41.38052, -71.87955 41.38002, -71.87805 41.36513, -71.88047 41.36357, -71.88630 41.36357, -71.88631 41.35248, -71.88851 41.35190, -71.88696 41.34966, -71.88251 41.35067, -71.88258 41.34495, -71.88213 41.32567))"
