zipcode,providers,geom_wkt
06516,Provider 1308|Provider 1413|Provider 1873|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644|Provider 999,"POLYGON ((-72.95630 41.31046, -72.96371 41.31090, -72.97249 41.31195, -72.98915 41.31330, -72.98427 41.30179, -72.98599 41.29028, -72.98730 41.28825, -72.98619 41.28574, -72.98712 41.28153, -72.98565 41.28046, -72.98298 41.28129, -72.97994 41.27919, -72.99203 41.26809, -72.99237 41.24869, -72.99046 41.24772, -72.99205 41.24491, -72.99335 41.24447, -72.99462 41.24160, -72.99213 41.23900, -72.99340 41.23580, -72.99262 41.23421, -72.98690 41.23553, -72.98423 41.23379, -72.97917 41.23176, -72.97292 41.23209, -72.96824 41.23906, -72.96695 41.24195, -72.96261 41.24560, -72.96013 41.24941, -72.95423 41.25046, -72.94740 41.25416, -72.93311 41.25771, -72.92189 41.26470, -72.92014 41.26750, -72.91703 41.27014, -72.91900 41.27218, -72.92227 41.27235, -72.92743 41.27018, -72.93198 41.27406, -72.93257 41.27791, -72.93846 41.28101, -72.94075 41.28599, -72.93995 41.28721, -72.94293 41.28901, -72.94721 41.29298, -72.94792 41.29206, -72.95200 41.29447, -72.95109 41.29726, -72.95264 41.29944, -72.95630 41.30161, -72.95610 41.30558, -72.95743 41.30665, -72.95630 41.31046))"
06478,Provider 1308|Provider 1413|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 442|Provider 520|Provider 644|Provider 892|Provider 999,"POLYGON ((-73.11334 41.48850, -73.12502 41.48755, -73.14416 41.48845, -73.15789 41.48941, -73.15608 41.48301, -73.15655 41.47789, -73.15790 41.47386, -73.15968 41.47113, -73.15783 41.46605, -73.15807 41.46255, -73.16005 41.46143, -73.16210 41.45758, -73.16470 41.45831, -73.16585 41.45675, -73.16475 41.45397, -73.16604 41.45254, -73.16393 41.44888, -73.16475 41.44777, -73.17710 41.43915, -73.18486 41.43410, -73.19842 41.42646, -73.20769 41.42054, -73.20156 41.41580, -73.19976 41.41320, -73.19676 41.41140, -73.19026 41.41030, -73.18656 41.40860, -73.18486 41.40630, -73.18536 41.40220, -73.18756 41.39960, -73.18796 41.39730, -73.18327 41.39171, -73.18117 41.38961, -73.17415 41.38417, -73.16657 41.38336, -73.16125 41.38385, -73.15798 41.38296, -73.15883 41.37968, -73.15705 41.37670, -73.15095 41.37020, -73.14755 41.36770, -73.13670 41.37374, -73.12425 41.38102, -73.12395 41.38168, -73.11583 41.38626, -73.11376 41.38877, -73.11053 41.39810, -73.10754 41.39861, -73.09563 41.39900, -73.08866 41.39970, -73.08358 41.40377, -73.09270 41.41345, -73.08640 41.43373, -73.08346 41.43914, -73.07861 41.45778, -73.07737 41.46519, -73.09258 41.47498, -73.10335 41.48174, -73.10432 41.48360, -73.10423 41.48940, -73.11334 41.48850))"
06370,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 520|Provider 999,"POLYGON ((-72.24202 41.44320, -72.21931 41.41212, -72.20466 41.41383, -72.19967 41.41372, -72.17937 41.41660, -72.16981 41.41832, -72.16618 41.41856, -72.14879 41.42102, -72.14865 41.42229, -72.14610 41.42547, -72.15190 41.42882, -72.15318 41.43106, -72.15746 41.43257, -72.15809 41.43434, -72.16196 41.43632, -72.16447 41.43687, -72.16761 41.43588, -72.16747 41.45852, -72.16387 41.45959, -72.15744 41.46347, -72.15294 41.46475, -72.15313 41.46759, -72.14689 41.46562, -72.14701 41.46354, -72.14526 41.46069, -72.14261 41.45837, -72.14122 41.45587, -72.13958 41.45682, -72.13909 41.45943, -72.13690 41.46076, -72.13523 41.46401, -72.13755 41.46738, -72.13636 41.47017, -72.14109 41.46825, -72.14363 41.47322, -72.13951 41.47354, -72.14121 41.47547, -72.13933 41.47754, -72.14604 41.48019, -72.14314 41.48717, -72.14105 41.49089, -72.14399 41.49294, -72.14754 41.49303, -72.14924 41.49469, -72.14865 41.49634, -72.15268 41.49866, -72.15227 41.50012, -72.14612 41.50055, -72.14198 41.50417, -72.15900 41.50889, -72.16198 41.51012, -72.16572 41.51055, -72.17116 41.51394, -72.17830 41.51590, -72.18224 41.51626, -72.18254 41.51276, -72.18672 41.51291, -72.19106 41.51415, -72.19349 41.51198, -72.19952 41.51304, -72.22762 41.51870, -72.22628 41.51331, -72.22444 41.50974, -72.21825 41.50017, -72.21677 41.48571, -72.21681 41.48134, -72.21512 41.47350, -72.21269 41.45745, -72.22246 41.45649, -72.22152 41.44630, -72.24202 41.44320))"
06360,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 520,"POLYGON ((-72.12589 41.56001, -72.12856 41.56193, -72.13214 41.56010, -72.13268 41.54847, -72.13620 41.54373, -72.14055 41.53682, -72.13906 41.52973, -72.13356 41.51236, -72.13293 41.50893, -72.13542 41.50401, -72.13293 41.50261, -72.12723 41.50321, -72.12371 41.50201, -72.11830 41.50248, -72.11489 41.50065, -72.10832 41.50288, -72.09921 41.49458, -72.09368 41.49721, -72.08401 41.49391, -72.08102 41.49210, -72.07802 41.49071, -72.07253 41.49189, -72.07172 41.49790, -72.06770 41.51753, -72.05864 41.51208, -72.05190 41.51744, -72.04032 41.53110, -72.04352 41.53251, -72.04690 41.53516, -72.04565 41.54057, -72.05026 41.54180, -72.04892 41.54630, -72.04672 41.54810, -72.04562 41.55060, -72.04612 41.55600, -72.04562 41.55701, -72.04769 41.55661, -72.05120 41.55347, -72.05115 41.55691, -72.05631 41.56031, -72.06122 41.56078, -72.06397 41.56269, -72.06303 41.56459, -72.06358 41.57033, -72.05486 41.57397, -72.04956 41.57510, -72.04852 41.57221, -72.04533 41.57302, -72.04118 41.58043, -72.04168 41.58172, -72.04447 41.58301, -72.04597 41.58530, -72.04786 41.59482, -72.05391 41.60338, -72.05534 41.60464, -72.06394 41.60830, -72.06692 41.60744, -72.08800 41.60378, -72.10412 41.60080, -72.11141 41.58790, -72.11874 41.57438, -72.12520 41.56334, -72.12387 41.56010, -72.12589 41.56001))"
06382,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 520,"POLYGON ((-72.15744 41.46347, -72.16387 41.45959, -72.16747 41.45852, -72.16761 41.43588, -72.16447 41.43687, -72.16196 41.43632, -72.15809 41.43434, -72.15746 41.43257, -72.15318 41.43106, -72.15190 41.42882, -72.14610 41.42547, -72.14597 41.42143, -72.13299 41.42329, -72.13713 41.42827, -72.13548 41.42857, -72.13011 41.42559, -72.13147 41.42350, -72.12012 41.42490, -72.10648 41.42699, -72.09562 41.42530, -72.09662 41.42940, -72.09242 41.43670, -72.08792 41.43940, -72.08552 41.44510, -72.08282 41.44890, -72.07362 41.45630, -72.07082 41.46030, -72.07002 41.46360, -72.06992 41.46581, -72.07132 41.47114, -72.07362 41.47497, -72.07342 41.47839, -72.07443 41.48181, -72.07761 41.48509, -72.08050 41.48917, -72.08102 41.49210, -72.08401 41.49391, -72.09368 41.49721, -72.09921 41.49458, -72.10832 41.50288, -72.11489 41.50065, -72.11830 41.50248, -72.12371 41.50201, -72.12723 41.50321, -72.13293 41.50261, -72.13542 41.50401, -72.13613 41.50485, -72.14198 41.50417, -72.14612 41.50055, -72.15227 41.50012, -72.15268 41.49866, -72.14865 41.49634, -72.14924 41.49469, -72.14754 41.49303, -72.14399 41.49294, -72.14105 41.49089, -72.14314 41.48717, -72.14604 41.48019, -72.13933 41.47754, -72.14121 41.47547, -72.13951 41.47354, -72.14363 41.47322, -72.14109 41.46825, -72.13636 41.47017, -72.13755 41.46738, -72.13523 41.46401, -72.13690 41.46076, -72.13909 41.45943, -72.13958 41.45682, -72.13514 41.45549, -72.13062 41.45166, -72.12189 41.45166, -72.12189 41.44912, -72.13023 41.44884, -72.13471 41.45238, -72.13696 41.45262, -72.14122 41.45587, -72.14464 41.45826, -72.14857 41.46022, -72.14925 41.46230, -72.15345 41.46328, -72.15744 41.46347))"
06384,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094,"POLYGON ((-71.88442 41.64120, -71.88387 41.63002, -71.88322 41.62510, -71.88007 41.60800, -71.87638 41.58595, -71.87497 41.57889, -71.87427 41.57276, -71.86803 41.53967, -71.86607 41.53974, -71.86243 41.54194, -71.85663 41.54171, -71.85358 41.53918, -71.84853 41.53358, -71.85096 41.53008, -71.85385 41.52770, -71.85449 41.52401, -71.85735 41.52120, -71.85823 41.51908, -71.86447 41.52049, -71.86341 41.51493, -71.84731 41.51293, -71.84119 41.51186, -71.83158 41.51076, -71.81286 41.50815, -71.79316 41.50570, -71.79241 41.52225, -71.79142 41.54576, -71.79081 41.56337, -71.78946 41.59433, -71.78925 41.59685, -71.78820 41.62165, -71.78766 41.63992, -71.81731 41.64186, -71.82009 41.64184, -71.84699 41.64376, -71.84730 41.64565, -71.85421 41.64578, -71.85792 41.64423, -71.87452 41.64213, -71.88442 41.64120))"
06357,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 520|Provider 999,"POLYGON ((-72.18953 41.35633, -72.19162 41.35807, -72.19373 41.36253, -72.19542 41.36765, -72.19710 41.36763, -72.20164 41.37009, -72.20974 41.36091, -72.21055 41.35599, -72.21433 41.35696, -72.22369 41.34889, -72.23002 41.34392, -72.24026 41.33741, -72.24247 41.33502, -72.24707 41.32730, -72.24993 41.32553, -72.24706 41.32200, -72.24560 41.31650, -72.24833 41.31563, -72.25204 41.31331, -72.25414 41.30979, -72.25328 41.30953, -72.25062 41.30472, -72.24879 41.30003, -72.24838 41.29302, -72.24543 41.29147, -72.24304 41.28799, -72.24140 41.28721, -72.23782 41.28766, -72.23737 41.29102, -72.23961 41.29416, -72.23677 41.29596, -72.23170 41.29349, -72.22916 41.28945, -72.22588 41.28811, -72.22110 41.28732, -72.20887 41.28474, -72.20319 41.28463, -72.20006 41.28900, -72.20006 41.29596, -72.20260 41.29842, -72.20275 41.30190, -72.20140 41.30482, -72.20110 41.30818, -72.19991 41.31155, -72.19782 41.31513, -72.18707 41.32257, -72.17988 41.32230, -72.17892 41.32178, -72.17620 41.32400, -72.17985 41.32573, -72.18049 41.32806, -72.17930 41.33462, -72.18112 41.34270, -72.18292 41.34420, -72.18822 41.34560, -72.18812 41.34950, -72.18961 41.35459, -72.18953 41.35633))"
06250,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 442|Provider 520,"MULTIPOLYGON (((-72.25078 41.76003, -72.24578 41.76128, -72.25221 41.76227, -72.25871 41.76242, -72.26119 41.76160, -72.25078 41.76003)), ((-72.20885 41.78721, -72.20933 41.78638, -72.20317 41.77200, -72.20374 41.77115, -72.20076 41.76842, -72.19968 41.76496, -72.20302 41.76438, -72.20448 41.76301, -72.21498 41.76019, -72.21701 41.75735, -72.21897 41.75749, -72.22185 41.75292, -72.22530 41.75070, -72.23771 41.74974, -72.24139 41.74893, -72.24586 41.74581, -72.25134 41.74790, -72.25409 41.75200, -72.25768 41.75158, -72.25815 41.75666, -72.26085 41.75632, -72.26464 41.76308, -72.26886 41.76252, -72.27087 41.75976, -72.26790 41.75638, -72.26613 41.75335, -72.26577 41.75031, -72.26766 41.74744, -72.26739 41.74410, -72.26577 41.74368, -72.26354 41.74047, -72.26068 41.73414, -72.26135 41.73275, -72.25970 41.72962, -72.25400 41.72951, -72.25264 41.72820, -72.21644 41.72803, -72.21576 41.73069, -72.20793 41.73085, -72.20234 41.73166, -72.19975 41.73481, -72.20104 41.73659, -72.20150 41.73958, -72.19790 41.74243, -72.19708 41.74138, -72.20086 41.73026, -72.19897 41.73107, -72.19497 41.72997, -72.19210 41.73041, -72.19100 41.73258, -72.19569 41.73703, -72.19564 41.73961, -72.19288 41.74434, -72.18942 41.74671, -72.18940 41.75010, -72.18589 41.75235, -72.18798 41.75374, -72.18766 41.75518, -72.18320 41.75613, -72.17787 41.75537, -72.17799 41.75266, -72.17413 41.75118, -72.17165 41.74847, -72.16848 41.75223, -72.16581 41.75171, -72.16486 41.75000, -72.16080 41.75012, -72.15763 41.75180, -72.15632 41.75349, -72.15726 41.75879, -72.16068 41.79415, -72.16414 41.82883, -72.16151 41.82981, -72.15430 41.83494, -72.19043 41.83500, -72.19585 41.82852, -72.19693 41.82787, -72.19497 41.82263, -72.19585 41.82222, -72.19151 41.80124, -72.19316 41.79876, -72.19791 41.79534, -72.19900 41.79344, -72.20421 41.79102, -72.20871 41.79483, -72.21056 41.79153, -72.20885 41.78721), (-72.20885 41.78721, -72.20619 41.78686, -72.20290 41.78343, -72.20266 41.78137, -72.19859 41.77793, -72.19544 41.77754, -72.20114 41.77479, -72.20147 41.77615, -72.20485 41.77948, -72.20561 41.78221, -72.20885 41.78721)))"
06268,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435|Provider 442|Provider 520,"MULTIPOLYGON (((-72.20885 41.78721, -72.20561 41.78221, -72.20485 41.77948, -72.20147 41.77615, -72.20114 41.77479, -72.19544 41.77754, -72.19859 41.77793, -72.20266 41.78137, -72.20290 41.78343, -72.20619 41.78686, -72.20885 41.78721)), ((-72.31015 41.83606, -72.30851 41.83314, -72.31096 41.82939, -72.31307 41.82941, -72.31296 41.82713, -72.31400 41.82246, -72.31307 41.82043, -72.31382 41.81852, -72.31678 41.81636, -72.31668 41.81450, -72.31501 41.81316, -72.31603 41.80556, -72.31022 41.80293, -72.30976 41.80062, -72.31285 41.79915, -72.31192 41.79760, -72.30545 41.79546, -72.30398 41.79702, -72.29964 41.79712, -72.29521 41.79527, -72.29156 41.79532, -72.28054 41.78408, -72.28022 41.77922, -72.27611 41.77717, -72.27519 41.77378, -72.27198 41.77120, -72.27241 41.76716, -72.27105 41.76428, -72.26886 41.76252, -72.26464 41.76308, -72.26085 41.75632, -72.25815 41.75666, -72.25768 41.75158, -72.25409 41.75200, -72.25134 41.74790, -72.24586 41.74581, -72.24139 41.74893, -72.23771 41.74974, -72.22530 41.75070, -72.22185 41.75292, -72.21897 41.75749, -72.21701 41.75735, -72.21498 41.76019, -72.20448 41.76301, -72.20302 41.76438, -72.19968 41.76496, -72.20076 41.76842, -72.20374 41.77115, -72.20317 41.77200, -72.20933 41.78638, -72.20885 41.78721, -72.21056 41.79153, -72.20871 41.79483, -72.20421 41.79102, -72.19900 41.79344, -72.19791 41.79534, -72.19316 41.79876, -72.19151 41.80124, -72.19585 41.82222, -72.19497 41.82263, -72.19693 41.82787, -72.19585 41.82852, -72.19043 41.83500, -72.21772 41.83518, -72.23604 41.83542, -72.26980 41.83602, -72.29658 41.83626, -72.30022 41.83589, -72.31015 41.83606), (-72.25078 41.76003, -72.26119 41.76160, -72.25871 41.76242, -72.25221 41.76227, -72.24578 41.76128, -72.25078 41.76003), (-72.29525 41.81336, -72.28936 41.80991, -72.28946 41.80930, -72.28163 41.80364, -72.28594 41.80318, -72.28836 41.80056, -72.29018 41.80188, -72.29271 41.80163, -72.29254 41.79837, -72.30011 41.80098, -72.30289 41.80400, -72.30129 41.80690, -72.29525 41.81336), (-72.24384 41.80450, -72.24712 41.80154, -72.24904 41.80258, -72.25289 41.80169, -72.25567 41.80354, -72.25822 41.80299, -72.25964 41.80562, -72.25847 41.80720, -72.26011 41.81149, -72.25798 41.81245, -72.25635 41.81077, -72.24965 41.81156, -72.25218 41.81356, -72.25602 41.81485, -72.25729 41.81685, -72.25409 41.81762, -72.24881 41.82065, -72.24632 41.82035, -72.24291 41.81629, -72.24344 41.81412, -72.24736 41.81087, -72.24683 41.80815, -72.24384 41.80450)))"
06076,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 442|Provider 520,"POLYGON ((-72.27067 42.03168, -72.31715 42.03191, -72.33893 42.03212, -72.36699 42.03270, -72.38596 42.03283, -72.39743 42.03309, -72.39878 42.02481, -72.40135 42.00435, -72.40352 41.98816, -72.39704 41.98905, -72.39558 41.98856, -72.39810 41.98476, -72.39898 41.98188, -72.39269 41.98324, -72.39300 41.98161, -72.39148 41.97766, -72.39678 41.97915, -72.39698 41.97513, -72.39924 41.97290, -72.40365 41.97240, -72.40314 41.96904, -72.40569 41.96862, -72.40675 41.95716, -72.40723 41.94140, -72.39152 41.94170, -72.37176 41.94180, -72.36679 41.94150, -72.35358 41.94146, -72.32625 41.94109, -72.30685 41.94060, -72.29066 41.94063, -72.23671 41.93986, -72.23684 41.94545, -72.23661 41.95605, -72.23490 41.95758, -72.21698 41.95816, -72.19578 41.95932, -72.19066 41.95914, -72.17162 41.95942, -72.15165 41.95930, -72.12810 41.95913, -72.12479 41.96223, -72.11907 41.96508, -72.11432 41.96694, -72.11226 41.96945, -72.11246 41.97179, -72.11005 41.97194, -72.10824 41.97020, -72.10440 41.96930, -72.10282 41.96738, -72.09952 41.96604, -72.10033 41.98564, -72.10116 41.99907, -72.10147 42.01061, -72.10188 42.01680, -72.10217 42.02880, -72.11857 42.02962, -72.13572 42.03025, -72.17060 42.03082, -72.19883 42.03103, -72.24881 42.03145, -72.24952 42.03163, -72.27067 42.03168))"
06241,Provider 1056|Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094,"POLYGON ((-71.89650 41.81395, -71.89418 41.81556, -71.89294 41.82016, -71.89390 41.82591, -71.89049 41.82840, -71.88733 41.82864, -71.88149 41.83026, -71.87693 41.83071, -71.87488 41.83316, -71.87353 41.83232, -71.86900 41.83526, -71.86765 41.83533, -71.86565 41.83824, -71.86285 41.83737, -71.86030 41.83905, -71.85710 41.83805, -71.85446 41.83555, -71.85219 41.83534, -71.84777 41.83769, -71.84316 41.83595, -71.83714 41.83803, -71.83532 41.83173, -71.83668 41.82412, -71.83565 41.82262, -71.83222 41.80851, -71.82214 41.80837, -71.81722 41.81526, -71.81462 41.81240, -71.79944 41.80535, -71.79958 41.80244, -71.79711 41.80257, -71.79259 41.80402, -71.79344 41.82564, -71.79413 41.84001, -71.79675 41.83912, -71.79996 41.84305, -71.80630 41.84055, -71.80903 41.84653, -71.81214 41.84385, -71.81447 41.84365, -71.81250 41.84855, -71.80081 41.84911, -71.79447 41.84916, -71.79468 41.85441, -71.79586 41.87769, -71.79683 41.90445, -71.81120 41.90104, -71.82477 41.89810, -71.85269 41.89137, -71.86799 41.88782, -71.89234 41.88193, -71.89834 41.88064, -71.90339 41.87705, -71.90521 41.87359, -71.90897 41.87208, -71.90963 41.86961, -71.91202 41.86908, -71.91421 41.86995, -71.91736 41.86924, -71.91919 41.86781, -71.92323 41.86209, -71.92349 41.85908, -71.92616 41.85636, -71.92734 41.85077, -71.92515 41.84951, -71.92288 41.85017, -71.92087 41.84931, -71.91974 41.84691, -71.91607 41.84489, -71.91426 41.84071, -71.91086 41.83831, -71.91015 41.83581, -71.90729 41.83267, -71.90441 41.83147, -71.90511 41.82805, -71.90739 41.82580, -71.90794 41.82326, -71.90686 41.82108, -71.90889 41.81697, -71.91392 41.81627, -71.91140 41.81481, -71.90658 41.81545, -71.90201 41.81665, -71.89955 41.81647, -71.89650 41.81395), (-71.90686 41.84846, -71.90774 41.84435, -71.90898 41.84192, -71.90118 41.83697, -71.89848 41.83644, -71.89826 41.83373, -71.90378 41.83336, -71.90452 41.83584, -71.90749 41.83738, -71.91045 41.84114, -71.90980 41.84265, -71.91261 41.84931, -71.90686 41.84846))"
06374,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 999,"POLYGON ((-71.85792 41.64423, -71.85571 41.65719, -71.85383 41.66945, -71.86114 41.66795, -71.86271 41.66844, -71.86338 41.67302, -71.86459 41.67717, -71.86386 41.68162, -71.86076 41.68254, -71.85681 41.68705, -71.86054 41.69309, -71.86329 41.70171, -71.86534 41.69805, -71.86492 41.69478, -71.86557 41.69151, -71.86299 41.69157, -71.86266 41.68867, -71.87801 41.68879, -71.87617 41.69185, -71.88665 41.70233, -71.89121 41.69659, -71.89186 41.69350, -71.89642 41.68986, -71.89835 41.68708, -71.90047 41.68614, -71.90696 41.68666, -71.90669 41.68918, -71.90355 41.69685, -71.89742 41.71019, -71.90377 41.71419, -71.90312 41.71628, -71.90393 41.71950, -71.90796 41.72452, -71.90357 41.73078, -71.90256 41.73309, -71.90266 41.73553, -71.90616 41.74150, -71.90746 41.73919, -71.91271 41.73908, -71.91438 41.74709, -71.91531 41.74671, -71.91394 41.74233, -71.91638 41.73870, -71.91895 41.73613, -71.92374 41.73411, -71.92786 41.73493, -71.93104 41.73476, -71.93348 41.73073, -71.93545 41.72947, -71.94169 41.72702, -71.94390 41.72531, -71.94483 41.72301, -71.94706 41.72313, -71.95319 41.72641, -71.95626 41.72622, -71.95755 41.72404, -71.95813 41.71962, -71.96277 41.71613, -71.96633 41.71406, -71.96395 41.71075, -71.96541 41.70847, -71.96259 41.70550, -71.96189 41.69954, -71.96241 41.69577, -71.96052 41.69253, -71.95591 41.69177, -71.95449 41.68884, -71.95463 41.68616, -71.95614 41.68269, -71.95565 41.67977, -71.95331 41.67706, -71.95351 41.67528, -71.94842 41.67477, -71.95231 41.65183, -71.95498 41.63480, -71.95194 41.63433, -71.88442 41.64120, -71.87452 41.64213, -71.85792 41.64423))"
06234,Provider 1056|Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 442,"POLYGON ((-72.01449 41.80499, -72.01801 41.78263, -72.02290 41.75962, -72.00374 41.75652, -71.98612 41.75389, -71.96057 41.74950, -71.91394 41.74233, -71.91531 41.74671, -71.91469 41.74744, -71.91292 41.75176, -71.91366 41.75402, -71.91743 41.75652, -71.91803 41.75815, -71.91396 41.76409, -71.91352 41.76602, -71.90977 41.76985, -71.90570 41.77312, -71.90581 41.77647, -71.90374 41.78017, -71.89060 41.78379, -71.88896 41.78488, -71.88872 41.78719, -71.88974 41.78948, -71.88996 41.79360, -71.88640 41.79531, -71.88571 41.79657, -71.88725 41.80181, -71.89842 41.80717, -71.89920 41.80843, -71.89488 41.81045, -71.89650 41.81395, -71.89955 41.81647, -71.90201 41.81665, -71.90658 41.81545, -71.91140 41.81481, -71.91392 41.81627, -71.90889 41.81697, -71.90686 41.82108, -71.90794 41.82326, -71.90739 41.82580, -71.90511 41.82805, -71.90441 41.83147, -71.90729 41.83267, -71.91015 41.83581, -71.91086 41.83831, -71.91426 41.84071, -71.91607 41.84489, -71.91974 41.84691, -71.92087 41.84931, -71.92746 41.84846, -71.93130 41.84734, -71.93159 41.84599, -71.92963 41.84269, -71.93046 41.84007, -71.92857 41.83689, -71.92689 41.83580, -71.92989 41.83396, -71.93354 41.83478, -71.93435 41.83146, -71.93265 41.82957, -71.93031 41.82891, -71.93304 41.82673, -71.94014 41.82692, -71.97661 41.82677, -71.97666 41.82418, -71.97806 41.82089, -71.97763 41.81831, -71.99226 41.81852, -71.99197 41.80613, -72.01449 41.80499))"
06278,Provider 1056|Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 520,"POLYGON ((-72.11400 41.83169, -72.11244 41.86278, -72.10975 41.86740, -72.10529 41.86910, -72.10387 41.87181, -72.10531 41.87525, -72.10802 41.87605, -72.11063 41.87848, -72.11292 41.87932, -72.11735 41.88661, -72.11401 41.88842, -72.11214 41.89151, -72.11306 41.89260, -72.11383 41.89796, -72.11585 41.90064, -72.11582 41.90253, -72.11843 41.90425, -72.12029 41.90307, -72.12202 41.90495, -72.12524 41.90549, -72.12892 41.90462, -72.13283 41.91041, -72.13536 41.91339, -72.13939 41.91618, -72.13981 41.91837, -72.13890 41.92116, -72.14475 41.92882, -72.14439 41.93325, -72.14538 41.93833, -72.14663 41.93907, -72.14704 41.94253, -72.14934 41.94395, -72.15068 41.94946, -72.15054 41.95160, -72.15262 41.95293, -72.15265 41.95570, -72.15165 41.95930, -72.17162 41.95942, -72.19066 41.95914, -72.19578 41.95932, -72.21698 41.95816, -72.21729 41.94324, -72.21670 41.92312, -72.21653 41.91070, -72.21664 41.89863, -72.21631 41.89282, -72.21690 41.88446, -72.21772 41.83518, -72.19043 41.83500, -72.15430 41.83494, -72.13398 41.83458, -72.12595 41.83391, -72.11400 41.83169))"
06260,Provider 1056|Provider 1207|Provider 1308|Provider 1413|Provider 2722|Provider 2810|Provider 2887|Provider 3094,"POLYGON ((-71.93385 41.91686, -71.93300 41.90990, -71.93167 41.90516, -71.92731 41.90092, -71.92566 41.89757, -71.92251 41.88865, -71.92123 41.88676, -71.92347 41.88350, -71.92306 41.88148, -71.92497 41.87453, -71.92320 41.87048, -71.91736 41.86924, -71.91421 41.86995, -71.91202 41.86908, -71.90963 41.86961, -71.90897 41.87208, -71.90521 41.87359, -71.90339 41.87705, -71.89834 41.88064, -71.89234 41.88193, -71.86799 41.88782, -71.85269 41.89137, -71.82477 41.89810, -71.81120 41.90104, -71.79683 41.90445, -71.79777 41.92855, -71.79789 41.93236, -71.80137 41.93012, -71.80520 41.92653, -71.80970 41.92345, -71.81401 41.91729, -71.81649 41.91748, -71.81529 41.92149, -71.81193 41.92588, -71.81089 41.92892, -71.80872 41.93145, -71.81339 41.93229, -71.88390 41.93204, -71.92687 41.93163, -71.92698 41.93002, -71.93179 41.93157, -71.92736 41.91705, -71.93385 41.91686))"
06264,Provider 1207|Provider 1308|Provider 1413|Provider 2810|Provider 2887|Provider 3094|Provider 435,"MULTIPOLYGON (((-72.08428 41.69845, -72.08249 41.69845, -72.08252 41.69514, -72.07282 41.69528, -72.07375 41.69865, -72.08183 41.69846, -72.08209 41.70336, -72.08429 41.70114, -72.08428 41.69845)), ((-72.11239 41.69762, -72.11328 41.70182, -72.11881 41.70631, -72.12198 41.70749, -72.12110 41.69745, -72.11239 41.69762)), ((-72.11239 41.69762, -72.11182 41.69478, -72.11232 41.69093, -72.10918 41.68629, -72.10917 41.68406, -72.10665 41.68352, -72.10251 41.68371, -72.09816 41.68631, -72.09054 41.68817, -72.08910 41.69092, -72.08494 41.69384, -72.08428 41.69845, -72.10765 41.69763, -72.11239 41.69762)))"
06610,Provider 1308|Provider 1413|Provider 2365|Provider 2439|Provider 2810|Provider 435|Provider 520|Provider 644,"POLYGON ((-73.18936 41.20270, -73.18403 41.20070, -73.18135 41.19864, -73.17396 41.19410, -73.17453 41.18897, -73.17163 41.18895, -73.17089 41.18665, -73.16710 41.18546, -73.15473 41.18482, -73.15519 41.18746, -73.15481 41.19165, -73.15382 41.19253, -73.16283 41.22022, -73.16132 41.22412, -73.15908 41.22593, -73.15764 41.22838, -73.16468 41.22565, -73.17156 41.22152, -73.17525 41.22237, -73.17884 41.22198, -73.17942 41.21799, -73.18746 41.20860, -73.18672 41.20639, -73.18936 41.20270))"
